Action,File,Sheet,Ref,Date,Venue,Detail
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,St Albans,R153,2026-04-21,St Albans,"duplicate identity ('NAME', 'e n', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,St Albans,R154,2026-04-21,St Albans,"duplicate identity ('NAME', 'h n', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,St Albans,R155,2026-04-21,St Albans,"duplicate identity ('NAME', 'a o', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Parkfield,R97,2026-04-30,Parkfield Community School,"duplicate identity ('NAME', 'tahseen', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Parkfield,R104,2026-05-14,Parkfield Community School,"duplicate identity ('NAME', 'rashida ikhalq', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Parkfield,R105,2026-05-14,Parkfield Community School,"duplicate identity ('NAME', 'gazalgh hussain', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Parkfield,R111,2026-05-21,Parkfield Community School,"duplicate identity ('NAME', 'gazalgh hussain', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Parkfield,R113,2026-05-21,Parkfield Community School,"duplicate identity ('CARD', '526')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Calthorpe,R203,2026-05-29,Calthorpe Wellbeing Hub,"duplicate identity ('NAME', 'zainab', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Calthorpe,R222,2026-06-03,Calthorpe Wellbeing Hub,"duplicate identity ('NAME', 'norma', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Calthorpe,R232,2026-06-05,Calthorpe Wellbeing Hub,"duplicate identity ('NAME', 'may may', '')"
SKIP_SOURCE_DUPLICATE_ATTENDANCE,Tennis Register 2025 (2).xlsx,Calthorpe,R351,2026-07-28,Calthorpe Wellbeing Hub,"duplicate identity ('CARD', '617')"
